|node|,|area|,|name|,|grade|,|stars|,|latitude|,|longitude|,|tags|
|1605|,|Flock Hill|,|Vandal|,|V8|,|1|,|-43.185874938965|,|171.745681762690|,|[SL,Arete]|,||
|1606|,|Flock Hill|,|Velociraptor|,|V8|,|1|,|-43.187473907200|,|171.747803092000|,|[PA,DT,2006]|,|start to the right of the 'dinosaur face' arete on two good in-cut pockets, move left then up the jugs in the scoop.|
|1607|,|Flock Hill|,|Venus Finger Trap|,|V9|,|0|,|-43.188420400000|,|171.749358800000|,|[DT,2009,Unrepeated]|,|Sit start and traverse right past this mono.|
|1608|,|Flock Hill|,|Peter Parker|,|V7|,|1|,|-43.185749400000|,|171.748170100000|,|[MT,Crimpers,Sitstart,Span]|,|Sit start in the yellow pod with right on sharp undercling. Move out right to a biggish span move for midgets.|
|1609|,|Flock Hill|,|Stem Cell|,|V3|,|3|,|-43.184180500000|,|171.747011800000|,||,|Start in the scoop on jugs, awkwardly stem on smears and work your feet higher & higher until you can take hands off. Pop out to massive jug and continue up.|
|1610|,|Flock Hill|,|Dirty Rascal|,|V5|,|4|,|-43.184771142400|,|171.748736501000|,|[KD,Stemming,Smears]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|1611|,|Quantum Field|,|Acid Roof (ss)|,|V8|,|1|,|-43.229867000000|,|171.715449600000|,|[DT,2012,Compression,Unrepeated,Highball]|,|Sit start the yellow prow. Careful padding is needed|
|1612|,|Quantum Field|,|African Man Horse|,|V11|,|2|,|-43.228690900000|,|171.715640700000|,|[DJ,2002,Madness,Weirdness]|,|Hanging groove, start crossed. Daniel's final master piece.|
|1613|,|Quantum Field|,|Agent Provocateur|,|V8|,|2|,|-43.229828307200|,|171.715072095000|,|[DT,2000,Crimpers]|,|Do awkward mantle onto the shelf (some fold run and jump to skip this and make it easier). Stand there for a bit then balance right and do one hard pull to good edge.|
|1614|,|Quantum Field|,|Anthrax|,|V8|,|1|,|-43.229879100000|,|171.715125700000|,|[DJ,2001,Crimpers]|,|On the back of the Ode to Joy Boulder|
|1615|,|Quantum Field|,|Anthrax (js)|,|V10|,|0|,|-43.229881100000|,|171.715117700000|,|[DJ,2002,Crimpers,JerryStart]|,|Start on small crimps and move to gaston|
|1616|,|Quantum Field|,|Apocalypse|,|V10|,|2|,|-43.229873300000|,|171.715214300000|,|[SL,2009,Mantle,Highball,Morpho,Span]|,|The face starting as for Ode to Joy. Seb avoided using the arete, repeaters and used in one way or another to get into the same position for the crux.|
|1617|,|Quantum Field|,|Arch-Vile|,|V8|,|0|,|-43.229765769900|,|171.714288890000|,|[DT,2001,Crimpers]|,|Compress overhanging prow and exit left onto slab|
|1618|,|Quantum Field|,|Atlantis|,|V9|,|2|,|-43.229818500000|,|171.715718500000|,|[IV,2003,Unrepeated,Slopers,Traverse]|,|In perilous hanging gully above the main scarp. Climb arete and then rising sloper traverse to topout. Requires some serious rigging to climb safely.|
|1619|,|Quantum Field|,|Aztec|,|V8|,|0|,|-43.228580474854|,|171.716262817380|,|[IV,2001,Crimpers]|,g
|1620|,|Quantum Field|,|Bastille|,|V8|,|1|,|-43.229586600000|,|171.714842300000|,|[DT,2004]|,g
|1621|,|Quantum Field|,|Good and Evil|,|V10|,|0|,|-43.227584700000|,|171.716480300000|,|[UL,2005,Unrepeated,Crimpers,Highball]|,|FA: Uli Lindanthal. |
|1622|,|Quantum Field|,|Bio Hazard (ss)|,|V10|,|2|,|-43.229863500000|,|171.715233000000|,|[DT,2002,Compression,Unrepeated,Highball]|,|Start spanned and move left hand twice. Still unrepeated.|
|1623|,|Quantum Field|,|Brontosaurs|,|V9|,|0|,|-43.228690900000|,|171.714822600000|,|[IV,Slopers,Contrived,Traverse]|,|Traverse in from ledge out left|
|1624|,|Quantum Field|,|Cold Fusion|,|V12|,|1|,|-43.228024470800|,|171.715511978000|,|[TC,2004,Slopers,Morpho]|,|Normally started with right hand in the high dish via some stacked pads or rocks. Can be started low by matching the first edge.|
|1625|,|Quantum Field|,|Continuity|,|V9|,|0|,|-43.229804855800|,|171.714377403000|,|[DT,2001,Dyno,Slopers]|,||
|1626|,|Quantum Field|,|Crash And Burn|,|V10|,|2|,|-43.227530000000|,|171.716646600000|,|[IV,2001,power,Highball,Morpho,Span]|,|Jugs to span and cross|
|1627|,|Quantum Field|,|Crimp Operator|,|V8|,|0|,|-43.227555400000|,|171.716471400000|,|[DT,2003,Unrepeated,Crimpers,Slab]|,g
|1628|,|Quantum Field|,|Cuba|,|V9|,|2|,|-43.230324700000|,|171.713889200000|,|[JP,2001,Compression,Slopers,Oldschoolcool]|,|Pretty old school. At the time JP was super chuffed.|
|1629|,|Quantum Field|,|Cuidado Las Llamas|,|V9|,|1|,|-43.229632900000|,|171.714656400000|,|[IV,2003,Crimpers,Highball,Oldschoolcool]|,g
|1630|,|Quantum Field|,|Diplomacy|,|V8|,|0|,|-43.229919600000|,|171.713912300000|,|[IV,2000]|,g
|1631|,|Quantum Field|,|Dismantle|,|V8|,|1|,|-43.227958679199|,|171.715652465820|,|[DT,2001,Slopers]|,|Not a mantle.|
|1632|,|Quantum Field|,|Dolemite|,|V9|,|2|,|-43.230715548500|,|171.714382768000|,|[DJ,TB,2002,pojo,Higball,Techo,Oldschoolcool,LuckyChance]|,|Cool tricky runnel. DJ climbed onto the slab and jumped down. |
|1634|,|Quantum Field|,|Dr Zhivago|,|V8|,|0|,|-43.230012000000|,|171.715072100000|,|[DT,2003,Pockets,Sitstart]|,g
|1635|,|Quantum Field|,|Dumbo|,|V9|,|2|,|-43.229353400000|,|171.715530800000|,|[DT,2006,Mantle,Unrepeated,Slab,Oldschoolcool]|,|Never has a looks-like-a-easy-V1-bulge taken so long to climb and seen so few (read none) repeats.|
|1636|,|Quantum Field|,|Energy Follows Thought|,|V9|,|2|,|-43.228102644700|,|171.715638041000|,|[IV,1999,Mantle,Slopers,Pockets,Oldschoolcool]|,g
|1637|,|Quantum Field|,|Everything's Gone Green|,|V10|,|2|,|-43.230697960100|,|171.713975072000|,|[JP,2000,Slopers,Oldschoolcool]|,|Broken foot, jump from pocket to sideways edge|
|1639|,|Quantum Field|,|Fatwa (ss)|,|V10|,|1|,|-43.228561900000|,|171.714975500000|,|[DT,2002,Mantle,Unrepeated,Crimpers]|,|Start out left and traverse on small holds|
|1640|,|Quantum Field|,|Get In The Hole|,|V8|,|0|,|-43.229058300000|,|171.716083600000|,|[DT,2002,Unrepeated]|,g
|1641|,|Quantum Field|,|Grandpa's Vest|,|V8|,|1|,|-43.230600200000|,|171.714457900000|,|[IV,2006,Morpho]|,||
|1642|,|Quantum Field|,|Grandpa's Vest (ss)|,|V9|,|0|,|-43.230600200000|,|171.714468600000|,|[IV,2006,Morpho]|,||
|1643|,|Quantum Field|,|Dr Graphenburg|,|V8|,|2|,|-43.229404200000|,|171.715740000000|,|[DT,2000,Pockets,Highball]|,g
|1644|,|Quantum Field|,|Growler (ss)|,|V9|,|0|,|-43.229646600000|,|171.714506100000|,|[DT,2003,Mantle,Unrepeated]|,|Pull on with small pocket and terrible pinch and throw left hand to big pocket.|
|1645|,|Quantum Field|,|Ignition|,|V10|,|1|,|-43.230627600000|,|171.714573200000|,|[IV,2002,Dyno,Crimpers]|,|One move dyno|
|1646|,|Quantum Field|,|Inca|,|V8|,|1|,|-43.228565216064|,|171.716262817380|,|[SL,2001,Morpho,Span]|,g
|1647|,|Quantum Field|,|Infinite Jest (ss)|,|V10|,|0|,|-43.230596300000|,|171.714503500000|,|[DT,2002,Sitstart]|,|Start left hand in pocket with strange feet. Stand Start is V5.|
|1648|,|Quantum Field|,|Infinite Quest|,|V8|,|2|,|-43.230385300000|,|171.714066300000|,|[IV,2006,Highball,Span]|,g
|1649|,|Quantum Field|,|Inositol|,|V8|,|1|,|-43.228657700000|,|171.714868200000|,|[DT,2001,power]|,||
|1650|,|Quantum Field|,|Jabba|,|V10|,|0|,|-43.229808800000|,|171.713993800000|,|[IV,2002,Crimpers,Oldschoolcool]|,|Sit start bulge in quantum field. Strangely unpopular.|
|1651|,|Quantum Field|,|Juggernaut|,|V9|,|2|,|-43.229904500000|,|171.715195500000|,|[IV,2003,Compression,Pockets,Highball,Oldschoolcool]|,|Rad looking arete with some devilish pockets for the left and some slopers for the right.|
|1652|,|Quantum Field|,|Karma Coma|,|V8|,|0|,|-43.229154400000|,|171.716052100000|,|[MP,Weirdness,Groove]|,g
|1653|,|Quantum Field|,|Karmageddon|,|V8|,|1|,|-43.229702000000|,|171.714135600000|,|[DT,2000,Mantle,Slopers]|,||
|1654|,|Quantum Field|,|Kinder Surprise|,|V8|,|0|,|-43.228690899800|,|171.716075242000|,|[DT,2002]|,g
|1655|,|Quantum Field|,|Kumfacia|,|V8|,|0|,|-43.230318400000|,|171.714507400000|,|[DT,2003,Unrepeated]|,g
|1656|,|Quantum Field|,|Legion|,|V8|,|1|,|-43.228321075439|,|171.715545654300|,|[DT,2001,Slopers,Smears]|,g
|1657|,|Quantum Field|,|Legion (ss)|,|V12|,|0|,|-43.228327400000|,|171.715538800000|,|[TC,2004,Crimpers,Oldschoolcool]|,|Hard sit start. Starts compressing two opposing holds and slapping right hand to sloper, get bad toe hook and left up, again to pocket. Hard transition into stand start.|
|1658|,|Quantum Field|,|Leverage|,|V9|,|0|,|-43.229959200000|,|171.714278200000|,|[DT,2007,Unrepeated]|,g
|1659|,|Quantum Field|,|Leviathan|,|V9|,|3|,|-43.228636200000|,|171.715619300000|,|[DJ,2001,Weirdness,Groove,Oldschoolcool]|,|Big Brother to Monkey and the Magic Peach. Image on right is of Daniel on the first ascent.|
|1660|,|Quantum Field|,|Maya|,|V8|,|0|,|-43.228591918945|,|171.716323852540|,|[IV,2001]|,g
|1661|,|Quantum Field|,|Midnight Milk (ss)|,|V9|,|1|,|-43.227444000000|,|171.714897800000|,|[DT,2003,Crimpers,Oldschoolcool,footswaps]|,|Hard into hard and weird.|
|1662|,|Quantum Field|,|Minnesota Fats|,|V10|,|2|,|-43.229335800000|,|171.714970200000|,|[DT,2007,Crimpers,Highball,Smears,Slab,Oldschoolcool]|,|Move off mono and bad pinch|
|1663|,|Quantum Field|,|Monkey and the Magic Peach|,|V8|,|3|,|-43.228593200000|,|171.715678300000|,|[DJ,1998,Weirdness,Groove]|,|The quintessential Quantum Field problem. Madness.|
|1664|,|Quantum Field|,|Nullification|,|V10|,|0|,|-43.228603000000|,|171.714838700000|,|[DT,2003,nonsense]|,|Blank groove. Utter nonsense. |
|1665|,|Quantum Field|,|Omerta|,|V9|,|0|,|-43.230639332200|,|171.713867784000|,|[DT,2002,Dyno]|,|Hard sit start off pocket, move to edge then dyno|
|1666|,|Quantum Field|,|Piccolo|,|V10|,|0|,|-43.228225800000|,|171.716550000000|,|[DT,2004,Unrepeated,Bulge,nonsense]|,|Blank|
|1667|,|Quantum Field|,|Pitch Black|,|V8|,|1|,|-43.230508400000|,|171.714071600000|,|[MP,Dyno]|,|Dyno from small edges and bad smears.|
|1668|,|Quantum Field|,|Placebo|,|V8|,|1|,|-43.228429019500|,|171.714838743000|,|[SL,2001,Dyno,Morpho]|,g
|1669|,|Quantum Field|,|Pock to sloper|,|V8|,|0|,|-43.229267800000|,|171.715932800000|,|[DT,2003,Mantle,Unrepeated]|,g
|1670|,|Quantum Field|,|Predator|,|V8|,|0|,|-43.229873700000|,|171.714129400000|,|[DT,2001,Sitstart]|,|Sit start on undercling. Big first move which eases into some uncomfortable climbing.|
|1671|,|Quantum Field|,|Prototype|,|V10|,|0|,|-43.227971700000|,|171.715514700000|,|[SL,2003,Morpho,Span]|,|Stand and reach over bulge|
|1672|,|Quantum Field|,|Pythagoras|,|V8|,|3|,|-43.228722200000|,|171.713967000000|,|[DT,2001,Compression,Morpho]|,||
|1673|,|Quantum Field|,|Rastapopoulous|,|V9|,|0|,|-43.230053100000|,|171.714608100000|,|[IV,2002,Bulge,Oldschoolcool]|,g
|1674|,|Quantum Field|,|Reflections|,|V9|,|1|,|-43.229802901500|,|171.714452505000|,|[SL,2002,Dyno]|,|You have to pull on to the two miserable holds and dyno out to the jug (unlike certain people in a certain video). Then climb the groove.|
|1675|,|Quantum Field|,|Retro Vertigo|,|V8|,|2|,|-43.229228337200|,|171.716300547000|,|[DT,2002,Highball]|,g
|1676|,|Quantum Field|,|Ristretto|,|V11|,|1|,|-43.228262900000|,|171.716606300000|,|[DT,2002,Midgets,Crimpers,Highball]|,|Start with left hand on an edge and right hand in a shallow, edgy pocket (both about head-height, there is also a slightly harder sit start). Reach up to tiny two finger crimper and somehow mantle and get feet on the start holds. |
|1677|,|Quantum Field|,|Ristretto (ss)|,|V11|,|1|,|-43.228276600000|,|171.716595600000|,|[DT,2003,Unrepeated,Crimpers,Pockets,Highball]|,|Start low with your right hand in a two-finger pocket and left hand lower on a non-hold. Big foot hold low down and jump to big edge on stand start.|
|1678|,|Quantum Field|,|Robusta|,|V8|,|0|,|-43.228260800000|,|171.716531500000|,|[IV,2001]|,g
|1679|,|Quantum Field|,|Sand Bag (ss)|,|V8|,|0|,|-43.228255600000|,|171.717106900000|,|[DT,2002,Unrepeated]|,g
|1680|,|Quantum Field|,|Secrets of Slow Twitch Motion|,|V9|,|0|,|-43.227973657700|,|171.715769470000|,|[james scarborough,1999,Dyno,Oldschoolcool,TK]|,g
|1681|,|Quantum Field|,|Shaman|,|V8|,|0|,|-43.228042000000|,|171.714353100000|,|[SL,Span]|,g
|1682|,|Quantum Field|,|Short Black (ss)|,|V8|,|0|,|-43.228309900000|,|171.716554800000|,|[SC]|,g
|1683|,|Quantum Field|,|Simple Things|,|V8|,|0|,|-43.229824200000|,|171.714484100000|,|[TC,2004,Crimpers]|,g
|1684|,|Quantum Field|,|Sloper Groper|,|V9|,|0|,|-43.230393100000|,|171.714047500000|,|[IV,2002,Slopers]|,|Traverse from down to the right (yes from the low sit start) and finish on easy mantle.|
|1685|,|Quantum Field|,|Snake Eyes|,|V8|,|2|,|-43.228067466400|,|171.715662181000|,|[BS,2000,Pockets]|,|Maybe the last project on the 'Project Wall' that was nabbed by Boone Speed. The pockets are not chipped despite appearances. The huge foot used to be quite a lot smaller but has worn badly over the years.|
|1686|,|Quantum Field|,|Spirulina Reverse|,|V8|,|0|,|-43.227593500000|,|171.716621300000|,|[DT,2001,Traverse]|,g
|1687|,|Quantum Field|,|Super Saiyan|,|V8|,|0|,|-43.229211200000|,|171.715637700000|,|[MP,Slopers,Smears]|,g
|1688|,|Quantum Field|,|Terrain Optimisation|,|V8|,|1|,|-43.230565100000|,|171.713827600000|,|[DT,2012,Compression,Unrepeated]|,||
|1689|,|Quantum Field|,|The Outcast|,|V8|,|3|,|-43.230301200000|,|171.715086800000|,|[SL,2000,Morpho,Span]|,|Climbing on this problem is bound to draw a crowd of tourists.|
|1690|,|Quantum Field|,|The Power of Equality|,|V8|,|1|,|-43.228644700000|,|171.714119700000|,|[SL,Highball,Morpho,Span]|,g
|1691|,|Quantum Field|,|The Remedy (ss)|,|V9|,|0|,|-43.228595100000|,|171.714710000000|,|[DT,2002,Unrepeated,Pockets]|,g
|1692|,|Quantum Field|,|The Ticket|,|V9|,|1|,|-43.228470100000|,|171.713334000000|,|[DT,2004,Dyno,Crimpers]|,|Have you got it?|
|1693|,|Quantum Field|,|Top Gun|,|V8|,|0|,|-43.229014500000|,|171.716722600000|,|[DT,2002,Pockets]|,g
|1694|,|Quantum Field|,|UFO|,|V8|,|0|,|-43.230602264404|,|171.714035034180|,|[IV,2002,Unrepeated,Traverse]|,g
|1695|,|Quantum Field|,|Vanishing Point|,|V9|,|0|,|-43.228235500000|,|171.716871900000|,|[DT,2003,Dyno,Sitstart]|,|Sit start on the edgey pocket and right palsy on the arete, pull on and tag mono then pop to jug by bush.|
|1696|,|Quantum Field|,|Warp Seven|,|V9|,|1|,|-43.230512300000|,|171.713983100000|,|[DT,2003,Compression]|,|Jerry start nice looking prow feature from right. Stand start is V7.|
|1697|,|Quantum Field|,|Zoom (ss right!)|,|V8|,|0|,|-43.228557586670|,|171.716781616210|,|[DT,2002,Pockets]|,g
|1698|,|Gorge Hill|,|Sharp Arete sit|,|V8|,|1|,|-43.206337123900|,|171.746829450000|,|[DT,ZO,2011,Arete]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|1702|,|Spittle Hill|,|Achilles Last Stand|,|V12|,|1|,|-43.230901200000|,|171.716668000000|,|[CS]|,|Difficult to pull off of rock in spanned position.|
|1703|,|Spittle Hill|,|Air on the G-String|,|V8|,|1|,|-43.231624200000|,|171.716778000000|,|[SP]|,|Up the Arete.|
|1704|,|Spittle Hill|,|Alchemist|,|V9|,|1|,|-43.231647700000|,|171.715785600000|,|[SL]|,|Tricky pressy climbing. Top is jugs.|
|1705|,|Spittle Hill|,|At The Controls|,|V8|,|1|,|-43.231825600000|,|171.714259400000|,|[JP,Sitstart,Kneebar]|,|Good holds with a tricky throw in the middle.|
|1707|,|Spittle Hill|,|Chasing the Dragon|,|V8|,|1|,|-43.231321400000|,|171.714573200000|,|[SL,Highball,Morpho,Span]|,|Big line traversing up the wall.|
|1708|,|Spittle Hill|,|Desiderata|,|V8|,|1|,|-43.232210800000|,|171.717585100000|,|[SL,Pockets]|,g
|1709|,|Spittle Hill|,|Diablo|,|V8|,|1|,|-43.231235400000|,|171.715388600000|,|[RD,Pockets,Highball]|,g
|1710|,|Spittle Hill|,|Dyno from Small Holds|,|V8|,|1|,|-43.231706000000|,|171.716672300000|,|[DT,Dyno,Unrepeated]|,g
|1711|,|Spittle Hill|,|Eclipse|,|V9|,|1|,|-43.232044400000|,|171.715957200000|,|[IV]|,g
|1712|,|Spittle Hill|,|Episto|,|V8|,|1|,|-43.231247300000|,|171.714237900000|,|[MP]|,g
|1713|,|Spittle Hill|,|Event Horizon|,|V8|,|1|,|-43.231702400000|,|171.716686700000|,|[DT,Smears,Slab]|,g
|1714|,|Spittle Hill|,|Evolution|,|V9|,|1|,|-43.231303800000|,|171.713720300000|,|[IV]|,||
|1715|,|Spittle Hill|,|Fierce Crimpy|,|V8|,|1|,|-43.232376600000|,|171.718121100000|,|[DT,Crimpers]|,g
|1716|,|Spittle Hill|,|The Final Cut|,|V8|,|1|,|-43.232011200000|,|171.714951400000|,|[MP,Pockets]|,|Sit start on small pockets then brave holey face. V5 stand start.|
|1717|,|Spittle Hill|,|Generation X (ss)|,|V9|,|1|,|-43.232226200000|,|171.717507500000|,|[DT]|,g
|1718|,|Spittle Hill|,|Gomez Gets Gumboots|,|V9|,|1|,|-43.231305732600|,|171.716657281000|,|[DT]|,g
|1719|,|Spittle Hill|,|House Of Pain|,|V10|,|1|,|-43.232263300000|,|171.717604100000|,|[BS]|,g
|1720|,|Spittle Hill|,|Hubba Bubba|,|V8|,|1|,|-43.231330588156|,|171.716405153270|,|[MP,Mantle,Slopers]|,g
|1721|,|Spittle Hill|,|Hybridize|,|V8|,|1|,|-43.231467900000|,|171.714681800000|,|[MP]|,g
|1722|,|Spittle Hill|,|Ideal|,|V8|,|1|,|-43.231675100000|,|171.716678700000|,|[DT,Contrived,Crimpers,Campus]|,g
|1723|,|Spittle Hill|,|Inertia|,|V9|,|1|,|-43.231393700000|,|171.713666600000|,|[MP]|,g
|1724|,|Spittle Hill|,|The Joker|,|V9|,|4|,|-43.231829500000|,|171.714101100000|,|[KP,Dyno,Mantle,power,Pockets]|,|Amazing line. The first V9 in the basin.|
|1725|,|Spittle Hill|,|Kickstart|,|V8|,|1|,|-43.232126500000|,|171.715992100000|,|[SL,Dyno]|,|Sweet dyno to a sloper|
|1726|,|Spittle Hill|,|Koolstie start|,|V9|,|1|,|-43.231198200000|,|171.715284000000|,|[ZO]|,||
|1727|,|Spittle Hill|,|Left Gift|,|V8|,|1|,|-43.231791100000|,|171.714353100000|,|[DT,Pockets]|,g
|1728|,|Spittle Hill|,|Kompera|,|V8|,|1|,|-43.231262700000|,|171.715721200000|,|[DT,Compression,Unrepeated,Arete]|,g
|1729|,|Spittle Hill|,|Megalithic|,|V8|,|1|,|-43.230965700000|,|171.715951900000|,|[MP,Arete]|,g
|1730|,|Spittle Hill|,|Morse Code|,|V11|,|1|,|-43.232202700000|,|171.717585300000|,|[DT]|,|Dyno / snatch at the mono. Tricky topout.|
|1731|,|Spittle Hill|,|Mortal Kombat|,|V8|,|1|,|-43.232046400000|,|171.715109600000|,|[MP,Crimpers,Highball]|,|From edges gain mono and crank up the series of sidepulls, slopers and pockets to the top.|
|1732|,|Spittle Hill|,|Numb low|,|V10|,|1|,|-43.231800200000|,|171.716635800000|,|[SK,Dyno,Pockets]|,g
|1733|,|Spittle Hill|,|Orb|,|V8|,|1|,|-43.231362500000|,|171.715441000000|,|[DT,Mantle]|,g
|1734|,|Spittle Hill|,|Punkage|,|V9|,|1|,|-43.232351200000|,|171.718140500000|,|[Cooper]|,g
|1735|,|Spittle Hill|,|Scoop Doggy Dog|,|V10|,|1|,|-43.231638000000|,|171.716614400000|,|[SC]|,|Climb the scoop|
|1736|,|Spittle Hill|,|Sonic Space Hippo|,|V8|,|1|,|-43.231352000000|,|171.716342000000|,|[MP,Mantle,Slopers]|,g
|1737|,|Spittle Hill|,|Soothsayer (ss)|,|V7|,|0|,|-43.231680946081|,|171.714734137060|,|[DT,2003,Pockets]|,g
|1738|,|Spittle Hill|,|The Gift|,|V9|,|1|,|-43.231802100000|,|171.714388100000|,|[JP]|,||
|1739|,|Spittle Hill|,|The Revelation|,|V8|,|1|,|-43.231127900000|,|171.716182500000|,|[MP,Mono,Slab,nonsense]|,|Deep mono pull to a levitating mantle move to gain hole. Climb to the left of The Prophet on the same boulder.|
|1740|,|Spittle Hill|,|Tiger Eyes|,|V8|,|1|,|-43.231145500000|,|171.716075200000|,|[DT,Mantle,Pockets]|,|Pull hard on two pockets with no feet. One climb to the left of Mantle Mania.|
|1741|,|Spittle Hill|,|When Animals Attack|,|V10|,|1|,|-43.231403400000|,|171.715308100000|,|[DJ]|,|Start on two lowest holds - the right is slopey|
|1742|,|Spittle Hill|,|Matador|,|V9|,|1|,|-43.231251000000|,|171.713682700000|,|[MT]|,g
|1744|,|Flock Hill|,|I can't believe it's not butter!|,|V5|,|1|,|-43.185389151300|,|171.747856736000|,|[Smears,Highstep,Dish,Gaston]|,|Start left hand on small edge and smearing on big ledge, hit slopey dish right hand, LH up to other dish, high-step left foot above starting edge, slap LH out to gaston, match and away you go|
|1745|,|Quantum Field|,|Hobie|,|V4|,|1|,|-43.230631500000|,|171.714624200000|,|[Smears,Highstep]|,|Great RH pinch/jug, smear LF low, hike RF up to ledge, match hands, balance, perch, and go for top|
|1746|,|Dry Valley|,|In The Trees|,|V1?|,|1|,|-43.193731658700|,|171.755927503000|,|[Project]|,|Rad face we couldn't pull on to, but now we can!|
|1747|,|Flock Hill|,|High-Step|,|V3|,|1|,|-43.187176300000|,|171.746687400000|,|[Highstep]|,|Cruise up nice holds to big pocket, set LH as sidepull on right side, RH out to smaller pocket, smear RF directly under you, LF into big pocket and stand up! Press out top LH.|
|1748|,|Flock Hill|,|The Rad Dyno Project|,|V1?|,|3|,|-43.184790821971|,|171.745094060900|,|[Project,Dyno,Mantle,Highball,massive]|,|Some trickery leads to a massive dyno followed by a high mantle top out.|
|1750|,|Quantum Field|,|Bliss|,|V3|,|3|,|-43.228079192520|,|171.716203987600|,|[Slab]|,|the ultimate slab, not hands all feet.  Trust your feet!|
|1751|,|Flock Hill|,|Succession|,|V10|,|1|,|-43.185453700000|,|171.747687800000|,|[MC,2016,Compression]|,|Sit start, compress up thumb-like prow.|
|1752|,|Flock Hill|,|Battering Ram|,|V1?|,|0|,|-43.183444976807|,|171.748886108400|,|[Project,Compression]|,|PADS|
|1753|,|Flock Hill|,|Swiss project|,|V1?|,|1|,|-43.186114717000|,|171.748774052000|,|[Project,Crimpers]|,|Short little wall that resembles a Ticino.|
|1754|,|Flock Hill|,|DG dyno|,|V1?|,|0|,|-43.186120584067|,|171.748867928980|,|[Project,Crimpers]|,|dave Graham|
|1755|,|Flock Hill|,|Army of One|,|V1?|,|2|,|-43.183943861200|,|171.745480299000|,|[Project,Slopers,Crimpers,Heels]|,|Big holds and long moves off knee ligament snapping heel. Hold bad slopers with dimples that are always in the sun. Maybe try first thing in the morning?|
|1756|,|Flock Hill|,|Skeletor|,|V12|,|1|,|-43.185054723200|,|171.745131612000|,|[Project,Crimpers]|,|James power needed.|
|1757|,|Flock Hill|,|Right Psychosis|,|V14|,|3|,|-43.184773098100|,|171.746687293000|,|[Project,Dyno,Slopers,Crimpers,Highball,3starV14+]|,|Badass.|
|1758|,|Flock Hill|,|Thalidomide|,|V11|,|3|,|-43.186627105900|,|171.747883558000|,|[IB,2017,Crimpers,Highball,Gaston]|,|Swole will hold you back, get skinny. Light weight, yea buddy!|
